일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm)
2000-09-16 13:00,19.9,132.7,2,71
2000-09-16 14:00,20.7,109.1,1.7,71
2000-09-16 15:00,21.6,162.4,2.1,71
2000-09-16 16:00,21.4,248.5,1.9,71
2000-09-16 17:00,21.4,167.6,2.2,71
2000-09-16 18:00,19.7,108,2.2,71
2000-09-16 19:00,19,145.7,1.8,71
2000-09-16 20:00,19.1,159.3,1.9,71
2000-09-16 21:00,18.9,147.2,2.1,71
2000-09-16 22:00,18.9,149.1,2.9,71
2000-09-16 23:00,18.6,126.3,2.3,71
2002-07-05 0:00,25.1,96.8,4.9,137
2002-07-05 1:00,25,45.7,2,137
2002-07-05 2:00,24.7,95.5,4.6,137
2002-07-05 3:00,24.7,18.4,2.4,137
2002-07-05 4:00,24.1,87.6,4.9,137
2002-07-05 5:00,23.2,96.2,4.5,137
2002-07-05 6:00,23.7,83.9,6.7,137
2002-07-05 7:00,23.5,230.4,2.9,137
2002-07-05 8:00,23.3,39.5,2.8,137
2002-07-05 9:00,22.7,303.2,2.4,137
2002-07-05 10:00,22.4,336.9,3.6,137
2002-07-05 11:00,22.3,274.6,3.7,137
2002-07-05 12:00,22.2,20.3,3.4,137
2002-07-05 13:00,22.3,262.3,3.2,137
2002-07-05 14:00,23.3,25.3,5.5,137
2002-07-05 15:00,23.2,249.1,3.6,137
2002-07-05 16:00,23,266.7,4.9,137
2002-07-05 17:00,22.4,207.9,5.1,137
2002-07-05 18:00,22.5,151.3,6.8,137
2002-07-05 19:00,23.2,193.2,6.2,137
2002-07-05 20:00,22.6,165.6,6.3,137
2002-07-05 21:00,22.6,130.7,6.5,137
2002-07-05 22:00,22.7,119.7,5.6,137
2002-07-05 23:00,23.1,102.3,5,137
2002-07-06 0:00,24.2,120.5,6.6,9.5
2002-07-06 1:00,24,103.8,5.7,9.5
2002-07-06 2:00,23.2,97,5.9,9.5
2002-07-06 3:00,22.9,72.4,4.1,9.5
2002-07-06 4:00,22.4,117.2,8.1,9.5
2002-07-06 5:00,21.6,102.9,7.2,9.5
2002-07-06 6:00,21.4,82.7,4.6,9.5
2002-07-06 7:00,21.1,,,9.5
2002-07-06 8:00,20.8,23.2,4.1,9.5
2002-07-06 9:00,20.8,63.5,3,9.5
2002-07-06 10:00,20.4,347.3,4.1,9.5
2002-07-06 11:00,20.5,358.5,4.1,9.5
2002-07-06 12:00,20.1,60,4.2,9.5
2002-07-06 13:00,20,343,3.2,9.5
2002-07-06 14:00,20.3,4.1,3,9.5
2002-07-06 15:00,20.3,57.6,3.1,9.5
2002-07-06 16:00,20.2,357,2.8,9.5
2002-07-06 17:00,20.5,96.1,1.7,9.5
2002-07-06 18:00,20.9,344.7,2.3,9.5
2002-07-06 19:00,20.9,41.5,2,9.5
2002-07-06 20:00,21.2,130.4,1.9,9.5
2002-07-06 21:00,21.1,64.1,2.6,9.5
2002-07-06 22:00,21.4,198.7,1.7,9.5
2002-07-06 23:00,21.4,247,2,9.5
2002-08-04 0:00,26.5,0,0.2,0
2002-08-04 1:00,26.7,0,0.2,0
2002-08-04 2:00,25.6,191.9,0.5,0
2002-08-04 3:00,25.4,128.8,0.4,0
2002-08-04 4:00,25.8,180.8,0.5,0
2002-08-04 5:00,25,0,0.2,0
2002-08-04 6:00,25.2,0,0.1,0
2002-08-04 7:00,25.8,0,0,0
2002-08-04 8:00,28.2,57,1.1,0
2002-08-04 9:00,28.5,315.5,1.5,0
2002-08-04 10:00,29.6,265.7,1.9,0
2002-08-04 11:00,31.1,177.2,1.4,0
2002-08-04 12:00,31.1,241,1.8,0
2002-08-04 13:00,31.2,280.9,1.7,0
2002-08-04 14:00,31.5,268.9,1.8,0
2002-08-04 15:00,31.3,56,1.5,0
2002-08-04 16:00,30.2,137.1,2.2,0
2002-08-04 17:00,29.5,34,1.7,0
2002-08-04 18:00,28.5,214.8,1.7,0
2002-08-04 19:00,28.3,29.7,1.6,0
2002-08-04 20:00,27.3,349.8,1.6,0
2002-08-04 21:00,26.7,106.2,1.3,0
2002-08-04 22:00,26.4,223.6,1.7,0
2002-08-04 23:00,26.3,33.6,0.8,0
2002-08-05 0:00,25.8,130,1.1,0
2002-08-05 1:00,25.9,119.7,1.3,0
2002-08-05 2:00,25.4,156.9,1.8,0
2002-08-05 3:00,25.6,153.4,1,0
2002-08-05 4:00,26,291.4,1.5,0
2002-08-05 5:00,25.5,124.1,1.4,0
2002-08-05 6:00,25.7,89.9,1.4,0
2002-08-05 7:00,26.2,32.3,1.8,0
2002-08-05 8:00,26.8,175.3,1.5,0
2002-08-05 9:00,28.2,335,1.4,0
2002-08-05 10:00,29.1,34.1,2.1,0
2002-08-05 11:00,28.9,271.1,2.2,0
2002-08-05 12:00,28.8,288.9,2.4,0
2002-08-05 13:00,29.5,70.4,1.9,0
2002-08-05 14:00,29.3,265.6,2.3,0
2002-08-05 15:00,29.1,21,2,0
2002-08-05 16:00,29.2,49.7,2.5,0
2002-08-05 17:00,28.5,281.6,2.3,0
2002-08-05 18:00,27.5,236.6,2.4,0
2002-08-05 19:00,27,47.6,1.6,0
2002-08-05 20:00,26.6,357.4,2.7,0
2002-08-05 21:00,26.3,46.8,2.2,0
2002-08-05 22:00,26.4,46.1,2.2,0
2002-08-05 23:00,26.2,34.9,3,0
2002-08-06 0:00,26.3,359.5,2.6,47
2002-08-06 1:00,26,302.4,2.2,47
2002-08-06 2:00,25.8,11,2.6,47
2002-08-06 3:00,25.8,17.6,3.2,47
2002-08-06 4:00,25.7,312,2.3,47
2002-08-06 5:00,25.8,353.8,2.8,47
2002-08-06 6:00,25.6,14.4,2.5,47
2002-08-06 7:00,25.8,344.3,2.7,47
2002-08-06 8:00,26.1,5.2,2.8,47
2002-08-06 9:00,27.2,11.1,2.5,47
2002-08-06 10:00,26.2,24.8,2.7,47
2002-08-06 11:00,27.2,47.8,3.1,47
2002-08-06 12:00,27.7,329.3,3.2,47
2002-08-06 13:00,27.4,355.3,3.8,47
2002-08-06 14:00,28.1,277.5,2.3,47
2002-08-06 15:00,24,15.6,2.4,47
2002-08-06 16:00,24.4,34.1,2.6,47
2002-08-06 17:00,24.7,40.9,1.7,47
2002-08-06 18:00,23.4,271.8,1.8,47
2002-08-06 19:00,23.5,100.6,2,47
2002-08-06 20:00,23.3,134.5,2,47
2002-08-06 21:00,23.6,302.5,1.7,47
2002-08-06 22:00,23.5,250.6,2.5,47
2002-08-06 23:00,23.1,33.9,1.5,47
2002-08-07 0:00,23.4,356.1,1.6,43
2002-08-07 1:00,23.1,123.5,1.5,43
2002-08-07 2:00,23,57,1.9,43
2002-08-07 3:00,23.7,53.4,2,43
2002-08-07 4:00,24.9,351,3.9,43
2002-08-07 5:00,22.7,11.6,2.2,43
2002-08-07 6:00,22.8,71,1.5,43
2002-08-07 7:00,23.5,356.5,2.5,43
2002-08-07 8:00,24.1,9.6,1.9,43
2002-08-07 9:00,25.1,355.4,2.9,43
2002-08-07 10:00,25.7,48.2,2.8,43
2002-08-07 11:00,25.9,41,3.4,43
2002-08-07 12:00,26.2,49.4,3.4,43
2002-08-07 13:00,22.9,39.4,1.8,43
2002-08-07 14:00,23.6,56.3,2.5,43
2002-08-07 15:00,25.8,70.9,4.1,43
2002-08-07 16:00,26.1,118.4,4.1,43
2002-08-07 17:00,26.1,78.5,4.6,43
2002-08-07 18:00,23.1,351.7,3.1,43
2002-08-07 19:00,22.9,31.4,3.7,43
2002-08-07 20:00,23.6,351.1,3.3,43
2002-08-07 21:00,23.2,17,2.4,43
2002-08-07 22:00,23.4,34.2,3,43
2002-08-07 23:00,22.7,15.4,3.3,43
2002-08-08 0:00,22.9,327.2,2.1,62
2002-08-08 1:00,23.3,14,2.8,62
2002-08-08 2:00,23.1,16,3,62
2002-08-08 3:00,23.2,6.6,2,62
2002-08-08 4:00,23,334.7,1.8,62
2002-08-08 5:00,23,28.8,2.2,62
2002-08-08 6:00,23.1,79,1.2,62
2002-08-08 7:00,24.1,338.9,1.6,62
2002-08-08 8:00,24.9,27.9,2.6,62
2002-08-08 9:00,24.1,51.4,2.8,62
2002-08-08 10:00,24.1,104.7,2.3,62
2002-08-08 11:00,24.4,81.8,2.8,62
2002-08-08 12:00,23,18.3,2.6,62
2002-08-08 13:00,23.5,99.1,5.2,62
2002-08-08 14:00,24.8,96.9,5.7,62
2002-08-08 15:00,24.8,79.5,3.5,62
2002-08-08 16:00,24.3,76.6,3.1,62
2002-08-08 17:00,23.6,100.7,4.6,62
2002-08-08 18:00,23.1,86.6,3.1,62
2002-08-08 19:00,23.6,63,3.1,62
2002-08-08 20:00,22.6,360,4.3,62
2002-08-08 21:00,23,113.2,2.3,62
2002-08-08 22:00,23.4,104.1,1.6,62
2002-08-08 23:00,23.8,349.6,2.1,62
2002-08-09 0:00,23.7,327.9,1.9,119
2002-08-09 1:00,23.4,306,1.1,119
2002-08-09 2:00,23.2,247.7,1.2,119
2002-08-09 3:00,23.4,169.9,1.4,119
2002-08-09 4:00,23.4,59,2.3,119
2002-08-09 5:00,23.3,277.2,1.2,119
2002-08-09 6:00,23,103.4,1,119
2002-08-09 7:00,23.1,0,0.2,119
2002-08-09 8:00,22,327.5,0.6,119
2002-08-09 9:00,21.6,28.4,2,119
2002-08-09 10:00,21.1,76.4,2.3,119
2002-08-09 11:00,21.5,81.9,1.9,119
2002-08-09 12:00,22.1,76.7,4.8,119
2002-08-09 13:00,22.1,79.9,4.5,119
2002-08-09 14:00,21.6,47.3,2.1,119
2002-08-09 15:00,21.2,300.6,1.4,119
2002-08-09 16:00,23.8,111.1,5.1,119
2002-08-09 17:00,24.2,125.9,4.4,119
2002-08-09 18:00,23.1,114.8,4.2,119
2002-08-09 19:00,23.8,112.1,4.4,119
2002-08-09 20:00,23.7,119.5,3.4,119
2002-08-09 21:00,23,111.2,1.8,119
2002-08-09 22:00,23,108.8,5,119
2002-08-09 23:00,23,108.7,4.5,119
2002-08-10 0:00,23.8,113.6,4.8,92
2002-08-10 1:00,23.3,125.8,4.3,92
2002-08-10 2:00,23.7,106.1,4.2,92
2002-08-10 3:00,24.1,99.3,2.8,92
2002-08-10 4:00,24.3,110.9,2.6,92
2002-08-10 5:00,24.3,114.4,4.2,92
2002-08-10 6:00,24.1,296.2,2.6,92
2002-08-10 7:00,20.7,307.9,2.2,92
2002-08-10 8:00,19.9,320,2.7,92
2002-08-10 9:00,19.9,329.7,3.5,92
2002-08-10 10:00,20.3,335.8,2.4,92
2002-08-10 11:00,20.8,335,1.8,92
2002-08-10 12:00,21.4,324.8,1.7,92
2002-08-10 13:00,22,344.9,2.4,92
2002-08-10 14:00,21.9,326.3,2.4,92
2002-08-10 15:00,22.2,317.8,2,92
2002-08-10 16:00,23.1,22.4,5.8,92
2002-08-10 17:00,22.4,330.5,2.9,92
2002-08-10 18:00,22.5,63.1,6.8,92
2002-08-10 19:00,21.8,67.3,7.7,92
2002-08-10 20:00,21.5,64.9,7.4,92
2002-08-10 21:00,20.4,0.6,2.7,92
2002-08-10 22:00,20.5,73.8,6.8,92
2002-08-10 23:00,20.9,52,6,92
2002-08-11 0:00,20.8,35.5,6.4,47.5
2002-08-11 1:00,19.4,63.6,5.8,47.5
2002-08-11 2:00,19.5,25.4,8.2,47.5
2002-08-11 3:00,19.6,62.8,9.2,47.5
2002-08-11 4:00,19.7,73,11.9,47.5
2002-08-11 5:00,19.3,338.8,2.3,47.5
2002-08-11 6:00,19.2,349.5,2.6,47.5
2002-08-11 7:00,19.4,343.2,1.8,47.5
2002-08-11 8:00,19.5,341.3,1.5,47.5
2002-08-11 9:00,19.7,302.7,0.8,47.5
2002-08-11 10:00,20.5,299.7,0.7,47.5
2002-08-11 11:00,20.6,264.7,0.5,47.5
2002-08-11 12:00,21.2,307.9,0.9,47.5
2002-08-11 13:00,20.7,339.9,2.5,47.5
2002-08-11 14:00,21.3,322.9,1.8,47.5
2002-08-11 15:00,20.5,331.3,2.8,47.5
2002-08-11 16:00,20.2,308,1.6,47.5
2002-08-11 17:00,20.3,310.2,1.9,47.5
2002-08-11 18:00,20.1,322.3,2.7,47.5
2002-08-11 19:00,19.9,311,1.7,47.5
2002-08-11 20:00,20.2,37.8,3.9,47.5
2002-08-11 21:00,20,9,2,47.5
2002-08-11 22:00,19.3,251,0.8,47.5
2002-08-11 23:00,19.8,43.3,2.4,47.5
2002-08-30 0:00,25.1,312.5,3.7,19
2002-08-30 1:00,25.6,306.6,2.7,19
2002-08-30 2:00,26.4,341.5,3.9,19
2002-08-30 3:00,25.8,316.7,3.4,19
2002-08-30 4:00,25.7,314.2,4.8,19
2002-08-30 5:00,25.6,310.4,5,19
2002-08-30 6:00,25.6,308.9,3.9,19
2002-08-30 7:00,25.1,306.9,2.8,19
2002-08-30 8:00,25.4,316.5,2.7,19
2002-08-30 9:00,26.4,316.8,2.9,19
2002-08-30 10:00,26.8,316.3,3.1,19
2002-08-30 11:00,27.2,310.4,3.6,19
2002-08-30 12:00,26.9,307.2,3.4,19
2002-08-30 13:00,27.5,306.3,3.2,19
2002-08-30 14:00,27.1,317.3,3.7,19
2002-08-30 15:00,27.4,320.2,3.8,19
2002-08-30 16:00,25.1,316.8,2.2,19
2002-08-30 17:00,24.2,337.5,3.1,19
2002-08-30 18:00,23.4,306.5,4.4,19
2002-08-30 19:00,24.2,307.1,4.3,19
2002-08-30 20:00,24.8,307,4.9,19
2002-08-30 21:00,23.9,306.8,3.1,19
2002-08-30 22:00,24.7,306.5,3.4,19
2002-08-30 23:00,24,308,3.8,19
2002-08-31 0:00,24.5,311.4,6.8,187.5
2002-08-31 1:00,25,309.2,5.9,187.5
2002-08-31 2:00,24.8,307,6.9,187.5
2002-08-31 3:00,25.5,308.2,6.7,187.5
2002-08-31 4:00,24.6,309.2,5.9,187.5
2002-08-31 5:00,24.7,309.7,8.6,187.5
2002-08-31 6:00,24.2,316.4,7.5,187.5
2002-08-31 7:00,23.2,316.5,7.4,187.5
2002-08-31 8:00,23,323.5,8.7,187.5
2002-08-31 9:00,22.7,319.3,9.9,187.5
2002-08-31 10:00,22.6,320.1,9.5,187.5
2002-08-31 11:00,22.6,316.3,11.2,187.5
2002-08-31 12:00,22.5,310.3,9.1,187.5
2002-08-31 13:00,22.6,310.7,8.5,187.5
2002-08-31 14:00,23.1,309.9,9.1,187.5
2002-08-31 15:00,23.7,306.8,9.3,187.5
2002-08-31 16:00,23.7,306.4,5.5,187.5
2002-08-31 17:00,23.6,314.1,7.6,187.5
2002-08-31 18:00,23.6,304,6.9,187.5
2002-08-31 19:00,23.2,322,6.4,187.5
2002-08-31 20:00,23,307.6,9.2,187.5
2002-08-31 21:00,22.6,305.5,10,187.5
2002-08-31 22:00,23.6,306.1,7.6,187.5
2002-08-31 23:00,21.5,311.7,7.4,187.5
2002-09-01 0:00,21.3,311.9,5.7,2.5
2002-09-01 1:00,21.7,312,5.2,2.5
2002-09-01 2:00,21.1,320.3,4.7,2.5
2002-09-01 3:00,20.8,311.1,4.9,2.5
2002-09-01 4:00,20.9,309.4,4.7,2.5
2002-09-01 5:00,20.7,310.4,3.6,2.5
2002-09-01 6:00,20.7,297.7,2.6,2.5
2002-09-01 7:00,21.1,309.7,2.1,2.5
2002-09-01 8:00,21.6,310,2.6,2.5
2002-09-01 9:00,21.8,309.3,2.2,2.5
2002-09-01 10:00,22.2,308.8,2.2,2.5
2002-09-01 11:00,22.2,309.3,2.7,2.5
2002-09-01 12:00,22.2,306.1,2.5,2.5
2002-09-01 13:00,22.4,305.4,1.9,2.5
2002-09-01 14:00,23.6,302.2,2.6,2.5
2002-09-01 15:00,25.8,287.4,2.6,2.5
2002-09-01 16:00,25.2,290.8,2,2.5
2002-09-01 17:00,24.9,296.8,1.9,2.5
2002-09-01 18:00,24.7,296.3,1.8,2.5
2002-09-01 19:00,24.4,295.6,2,2.5
2002-09-01 20:00,24.2,298.1,1.1,2.5
2002-09-01 21:00,24.1,303.4,1.1,2.5
2002-09-01 22:00,23.9,302.9,1,2.5
2002-09-01 23:00,23.7,302.8,2.1,2.5
2003-07-17 0:00,19.1,50.3,3.8,2.5
2003-07-17 1:00,19.1,39.8,6.5,2.5
2003-07-17 2:00,19.1,59.2,5.1,2.5
2003-07-17 3:00,18.6,18.5,2.3,2.5
2003-07-17 4:00,18.8,45.5,3.4,2.5
2003-07-17 5:00,18.9,27.3,4.5,2.5
2003-07-17 6:00,18.9,32.8,3.7,2.5
2003-07-17 7:00,19.3,18,3.1,2.5
2003-07-17 8:00,20,101.2,2.7,2.5
2003-07-17 9:00,21,325,1.7,2.5
2003-07-17 10:00,21.3,84.4,1.5,2.5
2003-07-17 11:00,21.3,355.5,2.6,2.5
2003-07-17 12:00,21.9,133,2.6,2.5
2003-07-17 13:00,22.1,114.1,3.1,2.5
2003-07-17 14:00,22.4,131.5,2.6,2.5
2003-07-17 15:00,21.7,94.1,3,2.5
2003-07-17 16:00,20.7,108.4,5.6,2.5
2003-07-17 17:00,20.5,109.5,7.6,2.5
2003-07-17 18:00,20.5,82.5,7.8,2.5
2003-07-17 19:00,19.9,98.3,5.4,2.5
2003-07-17 20:00,19.2,105.3,7.1,2.5
2003-07-17 21:00,19.3,99.1,8.9,2.5
2003-07-17 22:00,19.3,91.1,7.5,2.5
2003-07-17 23:00,19.1,102,4.5,2.5
2003-07-18 0:00,19.2,57.5,3.2,79.5
2003-07-18 1:00,19.9,90.5,5.1,79.5
2003-07-18 2:00,20,105.5,6.2,79.5
2003-07-18 3:00,20.2,118.7,7,79.5
2003-07-18 4:00,20.7,100.7,7.4,79.5
2003-07-18 5:00,21.4,111.5,4.6,79.5
2003-07-18 6:00,22,118.1,4.9,79.5
2003-07-18 7:00,22.2,138.5,3.6,79.5
2003-07-18 8:00,22.2,113.8,3.4,79.5
2003-07-18 9:00,22.6,124.4,4.5,79.5
2003-07-18 10:00,23.3,137.2,6.1,79.5
2003-07-18 11:00,22.9,127.5,5.1,79.5
2003-07-18 12:00,22.7,106.8,1.6,79.5
2003-07-18 13:00,24.2,194.3,0.5,79.5
2003-07-18 14:00,23.8,9.7,1.9,79.5
2003-07-18 15:00,23.6,86.7,2.2,79.5
2003-07-18 16:00,23.4,43.8,2.8,79.5
2003-07-18 17:00,23.8,48.4,2,79.5
2003-07-18 18:00,24,106.4,1.9,79.5
2003-07-18 19:00,24.3,338.3,1.9,79.5
2003-07-18 20:00,22.6,124.8,1.3,79.5
2003-07-18 21:00,21.1,145.8,2.4,79.5
2003-07-18 22:00,20.8,159.5,2.5,79.5
2003-07-18 23:00,20.5,146.8,3.5,79.5
2003-09-12 0:00,21.5,351.9,2.8,117.5
2003-09-12 1:00,21.1,353.6,2.5,117.5
2003-09-12 2:00,20.9,343.7,3.6,117.5
2003-09-12 3:00,20.9,344.7,3.3,117.5
2003-09-12 4:00,22.6,354,3.2,117.5
2003-09-12 5:00,23.7,12.1,3.5,117.5
2003-09-12 6:00,24.6,212.7,2.2,117.5
2003-09-12 7:00,25.1,111,4.5,117.5
2003-09-12 8:00,25.6,139.5,3.4,117.5
2003-09-12 9:00,25.9,121.8,4.4,117.5
2003-09-12 10:00,26.3,110.3,5,117.5
2003-09-12 11:00,26.2,94,3.6,117.5
2003-09-12 12:00,26.8,73.2,5.4,117.5
2003-09-12 13:00,26.6,45.7,4.2,117.5
2003-09-12 14:00,26.8,67.6,4.3,117.5
2003-09-12 15:00,26.2,26.4,3.9,117.5
2003-09-12 16:00,25.9,337.6,4.6,117.5
2003-09-12 17:00,25.4,348.6,6.7,117.5
2003-09-12 18:00,25.5,348.1,7.1,117.5
2003-09-12 19:00,25.4,328.2,8.8,117.5
2003-09-12 20:00,25.2,275.2,8.9,117.5
2003-09-12 21:00,24.1,150.3,8.7,117.5
2003-09-12 22:00,23.1,127.4,16.5,117.5
2003-09-12 23:00,24.2,28.7,7.4,117.5
2003-09-13 0:00,24.7,10.4,4.4,0
2003-09-13 1:00,25,39.2,4.2,0
2003-09-13 2:00,24.8,200.2,4.1,0
2003-09-13 3:00,24.6,118.3,3.4,0
2003-09-13 4:00,24.5,139.9,3,0
2003-09-13 5:00,24,153,3.4,0
2003-09-13 6:00,23.6,34.8,2.2,0
2003-09-13 7:00,23.4,179.9,3,0
2003-09-13 8:00,23.4,99.2,1,0
2003-09-13 9:00,24,202.6,1.8,0
2003-09-13 10:00,26.4,279.1,2.2,0
2003-09-13 11:00,26.8,268.5,1.6,0
2003-09-13 12:00,26.9,297.1,1.5,0
2003-09-13 13:00,26.5,227.2,1.8,0
2003-09-13 14:00,28.1,90.8,2.3,0
2003-09-13 15:00,28.3,115.1,2,0
2003-09-13 16:00,26.9,81.1,1.4,0
2003-09-13 17:00,27.1,139,1.5,0
2003-09-13 18:00,24.9,150.8,1.7,0
2003-09-13 19:00,23.4,186.5,2.6,0
2003-09-13 20:00,22.8,176.3,3.1,0
2003-09-13 21:00,22.3,168.4,3.5,0
2003-09-13 22:00,22.2,202.1,1.1,0
2003-09-13 23:00,22.3,213,0.7,0
2005-09-06 1:00,21.5,28.6,6.1,116
2005-09-06 2:00,21.6,41.3,6.3,116
2005-09-06 3:00,21.6,62.3,6.8,116
2005-09-06 4:00,22,69.8,7.6,116
2005-09-06 5:00,22,56.3,6.9,116
2005-09-06 6:00,22.9,77.6,11.3,116
2005-09-06 7:00,22.7,55.4,8.8,116
2005-09-06 8:00,22.3,61.5,7.7,116
2005-09-06 9:00,22.3,59.5,9.2,116
2005-09-06 10:00,21.7,16.5,6.5,116
2005-09-06 11:00,21.8,52,7.4,116
2005-09-06 12:00,22.1,31.5,6.9,116
2005-09-06 13:00,23.1,53.7,9.3,116
2005-09-06 14:00,23,12.4,11.4,116
2005-09-06 15:00,23.3,15.9,11.4,116
2005-09-06 16:00,23.1,15.6,10.6,116
2005-09-06 17:00,22.8,16.6,11.2,116
2005-09-06 18:00,23,357.1,10.5,116
2005-09-06 19:00,22.5,7.3,,116
2005-09-06 20:00,23.6,12,12,116
2005-09-06 21:00,21.5,24.2,5.8,116
2005-09-06 22:00,21.1,1.8,3.2,116
2005-09-06 23:00,21.6,10.7,4.7,116
2005-09-07 0:00,22.1,39.6,4.8,0
2005-09-07 1:00,22.8,53.1,4.6,0
2005-09-07 2:00,22.9,50.7,5.1,0
2005-09-07 3:00,23.1,35,4.5,0
2005-09-07 4:00,23.4,42.4,3.7,0
2005-09-07 5:00,22.5,181,1.2,0
2005-09-07 6:00,22,205.7,1.4,0
2005-09-07 7:00,21.9,182.8,1,0
2005-09-07 8:00,24.6,141.7,0.6,0
2005-09-07 9:00,25.2,13.7,0.7,0
2005-09-07 10:00,25.9,270.2,2.4,0
2005-09-07 11:00,27.5,293.9,1.2,0
2005-09-07 12:00,28,300.9,1.2,0
2005-09-07 13:00,29.5,260.4,1.2,0
2005-09-07 14:00,28.5,161.8,1.6,0
2005-09-07 15:00,28.1,140.6,2.3,0
2005-09-07 16:00,27.3,142.9,4,0
2005-09-07 17:00,26.7,109.7,4.2,0
2005-09-07 18:00,24.5,110.8,6.2,0
2005-09-07 19:00,23.2,104,8,0
2005-09-07 20:00,22.6,109.1,8.9,0
2005-09-07 21:00,22.6,108.2,8.8,0
2005-09-07 22:00,22.4,104.4,5.4,0
2005-09-07 23:00,22,102.5,3.8,0
2005-09-08 0:00,21.6,93.5,3.6,0
2005-09-08 1:00,21.3,76.1,8.7,0
2005-09-08 2:00,21.3,93.2,6.9,0
2005-09-08 3:00,21.2,30.5,3.2,0
2005-09-08 4:00,21.1,50.6,3.4,0
2005-09-08 5:00,20.1,331.4,1.6,0
2005-09-08 6:00,19.8,202.8,0.3,0
2005-09-08 7:00,21.2,95,2.5,0
2005-09-08 8:00,21.5,106.9,3.9,0
2005-09-08 9:00,22.3,17.4,2.5,0
2005-09-08 10:00,22.2,353.9,1.4,0
2005-09-08 11:00,24.9,77.5,2.2,0
2005-09-08 12:00,25.8,19,1.9,0
2005-09-08 13:00,27.1,81.3,2,0
2005-09-08 14:00,27.6,11.4,2.3,0
2005-09-08 15:00,27.5,48.5,2.8,0
2005-09-08 16:00,27.3,42.6,4.1,0
2005-09-08 17:00,26.7,105,3.8,0
2005-09-08 18:00,23.8,78.3,7.5,0
2005-09-08 19:00,22.6,74,7.3,0
2005-09-08 20:00,22.5,69.9,5.6,0
2005-09-08 21:00,22.2,62.3,5.9,0
2005-09-08 22:00,21.7,69.4,5.7,0
2005-09-08 23:00,21.4,84.4,8.3,0
2005-09-09 0:00,21.8,40,4.2,3
2005-09-09 1:00,21.8,59.8,5.7,3
2005-09-09 2:00,21.9,41.6,5.9,3
2005-09-09 3:00,21.9,50.1,6.3,3
2005-09-09 4:00,21.6,343.7,2.3,3
2005-09-09 5:00,21.8,1.1,1.2,3
2005-09-09 6:00,21.6,355,1,3
2005-09-09 7:00,21.9,348.5,1.2,3
2005-09-09 8:00,21.4,341.3,2.1,3
2005-09-09 9:00,22.5,36.1,3.3,3
2005-09-09 10:00,22.4,42.2,4.3,3
2005-09-09 11:00,23.6,350.8,1.4,3
2005-09-09 12:00,25.1,345.9,1.9,3
2005-09-09 13:00,25.5,353.3,2.5,3
2005-09-09 14:00,25.4,10.9,1.1,3
2005-09-09 15:00,24.4,113.6,4,3
2005-09-09 16:00,24,72.3,2.7,3
2005-09-09 17:00,23.3,80.3,3.7,3
2005-09-09 18:00,23,96.7,2.3,3
2005-09-09 19:00,22.4,140.5,1.2,3
2005-09-09 20:00,22.2,132.4,0.8,3
2005-09-09 21:00,21.9,10.1,1.2,3
2005-09-09 22:00,22,104.9,5.4,3
2005-09-09 23:00,21.4,355.2,1.7,3
2005-09-10 0:00,20.8,76.1,1.3,2.5
2005-09-10 1:00,20.8,0,0,2.5
2005-09-10 2:00,20.9,0,0,2.5
2005-09-10 3:00,20.8,0,0.1,2.5
2005-09-10 4:00,20.8,0,0.1,2.5
2005-09-10 5:00,20.8,0,0,2.5
2005-09-10 6:00,20.8,0,0,2.5
2005-09-10 7:00,21,0,0,2.5
2005-09-10 8:00,22.2,0,0.1,2.5
2005-09-10 9:00,23.9,47.8,0.9,2.5
2005-09-10 10:00,24.7,358.2,0.4,2.5
2005-09-10 11:00,26.4,338.4,0.5,2.5
2005-09-10 12:00,27.2,41,0.7,2.5
2005-09-10 13:00,28.1,114.5,1.4,2.5
2005-09-10 14:00,27.2,119.9,3,2.5
2005-09-10 15:00,27.9,96.7,4.4,2.5
2005-09-10 16:00,27.3,95.2,4.8,2.5
2005-09-10 17:00,26.7,96.9,2.7,2.5
2005-09-10 18:00,26.2,153.1,0.9,2.5
2005-09-10 19:00,25,345.6,0.7,2.5
2005-09-10 20:00,24.2,113.7,4.3,2.5
2005-09-10 21:00,24.7,93.9,2.4,2.5
2005-09-10 22:00,24.7,111,1.8,2.5
2005-09-10 23:00,23.7,63.5,1.7,2.5
2005-09-11 0:00,23.6,344.4,1.3,0.5
2005-09-11 1:00,23.6,283.9,0.3,0.5
2005-09-11 2:00,23.3,0,0,0.5
2005-09-11 3:00,23.1,0,0,0.5
2005-09-11 4:00,23.1,0,0,0.5
2005-09-11 5:00,23,0,0,0.5
2005-09-11 6:00,22.8,0,0,0.5
2005-09-11 7:00,23,284.1,1,0.5
2005-09-11 8:00,23.5,0,0,0.5
2005-09-11 9:00,24.1,0,0,0.5
2005-09-11 10:00,25,0,0,0.5
2005-09-11 11:00,25.6,0,0,0.5
2005-09-11 12:00,26.1,0,0.1,0.5
2005-09-11 13:00,26.8,0,0,0.5
2005-09-11 14:00,27.4,0,0,0.5
2005-09-11 15:00,26.8,0,0.1,0.5
2005-09-11 16:00,27.8,0,0.1,0.5
2005-09-11 17:00,27.1,100.2,0.8,0.5
2005-09-11 18:00,26.5,0,0,0.5
2005-09-11 19:00,25.3,0,0,0.5
