일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm)
2008-08-17 8:00,23,356.4,2.7,0
2008-08-17 9:00,23.8,355.7,3.4,0
2008-08-17 10:00,24.9,359,2.8,0
2008-08-17 11:00,26,351.9,3.7,0
2008-08-17 12:00,27.6,3.9,2.5,0
2008-08-17 13:00,27.8,11.4,2.2,0
2008-08-17 14:00,28.3,40.1,2.9,0
2008-08-17 15:00,27.6,83.2,3.3,0
2008-08-17 16:00,28,75.9,3.7,0
2008-08-17 17:00,27.9,71,3.9,0
2008-08-17 18:00,26.8,64.1,3.2,0
2008-08-17 19:00,25.8,65.2,3.8,0
2008-08-17 20:00,25.2,55.2,3,0
2008-08-17 21:00,25.1,40.9,2.7,0
2008-08-17 22:00,24.7,346.7,1.6,0
2008-08-17 23:00,24,3.8,1.7,0
2008-08-18 0:00,23.7,347.7,3,0
2008-08-18 1:00,23.7,350.1,2.3,0
2008-08-18 2:00,23.1,348.5,2.6,0
2008-08-18 3:00,22.8,353.9,2.9,0
2008-08-18 4:00,22.9,354.8,2.7,0
2008-08-18 5:00,23.3,357.6,3.1,0
2008-08-18 6:00,23.7,353.6,0.7,0
2008-08-18 7:00,24.5,264,1.3,0
2008-08-18 8:00,26.8,12.6,1.4,0
2008-08-18 9:00,27,1.7,1.1,0
2008-08-18 10:00,28.8,221.4,1.5,0
2008-08-18 11:00,29.9,200.6,5,0
2008-08-18 12:00,31.3,193.1,5.6,0
2008-08-18 13:00,30.7,198.4,6,0
2008-08-18 14:00,30,197.3,5.2,0
2008-08-18 15:00,29.7,219.2,4.5,0
2008-08-18 16:00,29.8,205.5,4.7,0
2008-08-18 17:00,29.7,207.1,4.1,0
2008-08-18 18:00,30,199.9,4.7,0
2008-08-18 19:00,28.9,198.7,3.9,0
2008-08-18 20:00,28.3,194.5,3.7,0
2008-08-18 21:00,28,201.2,4.1,0
2008-08-18 22:00,27.4,233.9,4.7,0
2008-08-18 23:00,27,230,4.3,0
2009-07-07 0:00,23.1,200.5,3,208.5
2009-07-07 1:00,23.1,189,2.2,208.5
2009-07-07 2:00,22.9,159.8,1.7,208.5
2009-07-07 3:00,22.9,0,0.2,208.5
2009-07-07 4:00,22.3,4,0.5,208.5
2009-07-07 5:00,22,357.9,1.7,208.5
2009-07-07 6:00,21.2,22.6,3,208.5
2009-07-07 7:00,17.5,10.2,5.1,208.5
2009-07-07 8:00,17.6,342.9,1.5,208.5
2009-07-07 9:00,17.8,355.5,3.6,208.5
2009-07-07 10:00,18.1,0,3.2,208.5
2009-07-07 11:00,18.3,7.3,2.7,208.5
2009-07-07 12:00,19.1,25.4,2.7,208.5
2009-07-07 13:00,22.6,190.7,4.5,208.5
2009-07-07 14:00,24,188.4,8.7,208.5
2009-07-07 15:00,23.6,192.4,6.8,208.5
2009-07-07 16:00,23.9,186,9.7,208.5
2009-07-07 17:00,23.7,186.3,8.1,208.5
2009-07-07 18:00,24.4,198.4,4.5,208.5
2009-07-07 19:00,24.7,214.3,3.8,208.5
2009-07-07 20:00,24.7,208.9,4.6,208.5
2009-07-07 21:00,24.6,214.2,3,208.5
2009-07-07 22:00,24.4,241.6,2,208.5
2009-07-07 23:00,24.2,185,2.8,208.5
2009-07-08 0:00,24.2,178.9,2.9,0
2009-07-08 1:00,24.4,178.3,2.2,0
2009-07-08 2:00,24.2,178.6,2.1,0
2009-07-08 3:00,24.1,0,0.3,0
2009-07-08 4:00,23.7,343.8,1,0
2009-07-08 5:00,23.8,67.6,0.9,0
2009-07-08 6:00,23.2,3.9,1,0
2009-07-08 7:00,23.3,355.4,2.5,0
2009-07-08 8:00,23.9,351.5,0.9,0
2009-07-08 9:00,24.3,41.2,1.7,0
2009-07-08 10:00,24.4,41.3,2.3,0
2009-07-08 11:00,24.5,54.9,1.9,0
2009-07-08 12:00,25.9,22.4,1.8,0
2009-07-08 13:00,25.9,259.5,2,0
2009-07-08 14:00,24.8,236.2,2.6,0
2009-07-08 15:00,24,258.4,2.1,0
2009-07-08 16:00,25.3,289.4,1.4,0
2009-07-08 17:00,27,205.9,1.9,0
2009-07-08 18:00,25.9,215.5,3.2,0
2009-07-08 19:00,24.7,181.5,5.4,0
2009-07-08 20:00,24.6,173.4,3.9,0
2009-07-08 21:00,24.9,172,2.3,0
2009-07-08 22:00,24.9,165.1,2.3,0
2009-07-08 23:00,24.9,173.9,3,0
2009-07-11 0:00,22.7,280,1.1,6.5
2009-07-11 1:00,22.6,4.8,1.3,6.5
2009-07-11 2:00,22.7,353.6,0.9,6.5
2009-07-11 3:00,23,0,0.2,6.5
2009-07-11 4:00,22.3,347.9,1.2,6.5
2009-07-11 5:00,22.3,2.2,0.7,6.5
2009-07-11 6:00,22.3,12.3,0.7,6.5
2009-07-11 7:00,23.1,0,0.4,6.5
2009-07-11 8:00,24.3,15.3,0.8,6.5
2009-07-11 9:00,25.2,349.6,1.5,6.5
2009-07-11 10:00,27,258.7,1.6,6.5
2009-07-11 11:00,26.5,184.4,3.4,6.5
2009-07-11 12:00,27.1,182.1,3.2,6.5
2009-07-11 13:00,27.7,188.3,2.5,6.5
2009-07-11 14:00,28.5,122.9,1,6.5
2009-07-11 15:00,28.4,210.6,2,6.5
2009-07-11 16:00,26.9,224.1,2.1,6.5
2009-07-11 17:00,26.9,184.3,3.4,6.5
2009-07-11 18:00,26.4,211.9,2.2,6.5
2009-07-11 19:00,25.9,228,2,6.5
2009-07-11 20:00,24,143.8,0.8,6.5
2009-07-11 21:00,22,149.5,1.1,6.5
2009-07-11 22:00,21.1,260.2,1.5,6.5
2009-07-11 23:00,21.1,261.3,2.1,6.5
2009-07-12 0:00,21,351.5,2.2,8
2009-07-12 1:00,20.8,353.6,2.1,8
2009-07-12 2:00,20.8,342.4,1.3,8
2009-07-12 3:00,20.9,25.6,1.1,8
2009-07-12 4:00,21,7.2,1.6,8
2009-07-12 5:00,21.1,1.9,1.5,8
2009-07-12 6:00,21.6,299.9,0.8,8
2009-07-12 7:00,23.6,195.7,4.3,8
2009-07-12 8:00,24.7,211,4.5,8
2009-07-12 9:00,25.7,190.9,5.1,8
2009-07-12 10:00,26.3,198.7,6.2,8
2009-07-12 11:00,25.9,201.5,5.7,8
2009-07-12 12:00,26,188.1,6.8,8
2009-07-12 13:00,27.2,194.6,6.7,8
2009-07-12 14:00,26,186.3,7.9,8
2009-07-12 15:00,26.2,184.6,7.2,8
2009-07-12 16:00,26.5,176.7,8.2,8
2009-07-12 17:00,25.5,181.5,7.1,8
2009-07-12 18:00,26,190.8,5.4,8
2009-07-12 19:00,26.7,178.8,4.6,8
2009-07-12 20:00,26.1,187.4,6.7,8
2009-07-12 21:00,26.2,186.2,6.4,8
2009-07-12 22:00,26.1,205.3,5.2,8
2009-07-12 23:00,25.5,204.4,4.8,8
2009-07-13 0:00,25.6,202.1,4.2,15.5
2009-07-13 1:00,25.5,201.4,3.9,15.5
2009-07-13 2:00,25.4,213.1,4,15.5
2009-07-13 3:00,25.8,223.3,6.5,15.5
2009-07-13 4:00,24.9,183,5.1,15.5
2009-07-13 5:00,25.1,216,3.5,15.5
2009-07-13 6:00,24.6,200.6,4.1,15.5
2009-07-13 7:00,24.7,179.6,4.2,15.5
2009-07-13 8:00,24.8,181.7,4,15.5
2009-07-13 9:00,24.4,191.3,5.3,15.5
2009-07-13 10:00,24.5,195.6,3.9,15.5
2009-07-13 11:00,24.6,186.2,4.5,15.5
2009-07-13 12:00,24.4,205.3,4.3,15.5
2009-07-13 13:00,23.8,221.8,2.9,15.5
2009-07-13 14:00,24.9,201,2.1,15.5
2009-07-13 15:00,26.3,201.3,2.4,15.5
2009-07-13 16:00,26.9,206.4,2.4,15.5
2009-07-13 17:00,27.3,199.2,2.6,15.5
2009-07-13 18:00,27,183.1,3.7,15.5
2009-07-13 19:00,26.8,211.7,2.8,15.5
2009-07-13 20:00,26.5,5.5,1.3,15.5
2009-07-13 21:00,26.5,177.9,1.6,15.5
2009-07-13 22:00,26.4,178.1,2.2,15.5
2009-07-13 23:00,26.2,180.9,2.9,15.5
2009-07-14 0:00,25.9,175.9,3.1,1.5
2009-07-14 1:00,25.3,219.8,0.9,1.5
2009-07-14 2:00,25.4,190.4,1.2,1.5
2009-07-14 3:00,25.1,232.9,1.6,1.5
2009-07-14 4:00,25.4,175.4,4.4,1.5
2009-07-14 5:00,25.3,180.5,4.9,1.5
2009-07-14 6:00,25.6,188.5,5.8,1.5
2009-07-14 7:00,25.5,187.2,5.2,1.5
2009-07-14 8:00,26,182,6.3,1.5
2009-07-14 9:00,26.6,181.7,7.1,1.5
2009-07-14 10:00,26.9,208.1,7,1.5
2009-07-14 11:00,27.6,186,7.9,1.5
2009-07-14 12:00,27.7,190.3,7.9,1.5
2009-07-14 13:00,26.7,209.3,7.4,1.5
2009-07-14 14:00,26.6,196.9,7.3,1.5
2009-07-14 15:00,27.3,203.5,7.4,1.5
2009-07-14 16:00,27.2,204.9,8,1.5
2009-07-14 17:00,27.2,193.4,7,1.5
2009-07-14 18:00,27.1,197,7.2,1.5
2009-07-14 19:00,26.6,187.7,7.2,1.5
2009-07-14 20:00,26.2,194.1,7,1.5
2009-07-14 21:00,26.3,192.2,7.3,1.5
2009-07-14 22:00,26.3,190,8,1.5
2009-07-14 23:00,26.2,191.5,8,1.5
2009-07-15 0:00,25.9,189.7,7.7,84
2009-07-15 1:00,25.7,197.7,8.5,84
2009-07-15 2:00,25.9,191,8.9,84
2009-07-15 3:00,24.7,190,8.9,84
2009-07-15 4:00,24,186.8,6.9,84
2009-07-15 5:00,20.1,172.9,3.3,84
2009-07-15 6:00,20,201.8,2.6,84
2009-07-15 7:00,19.5,207.7,3.3,84
2009-07-15 8:00,19.9,183.3,2.8,84
2009-07-15 9:00,20.2,210.1,3.4,84
2009-07-15 10:00,20,178,5.1,84
2009-07-15 11:00,20.2,192.8,3,84
2009-07-15 12:00,20.3,179.2,3.2,84
2009-07-15 13:00,20.5,252.2,5.1,84
2009-07-15 14:00,20.7,191.4,2.8,84
2009-07-15 15:00,20.9,201.1,3,84
2009-07-15 16:00,21.5,188.2,2.4,84
2009-07-15 17:00,21.4,172.1,3.2,84
2009-07-15 18:00,22.1,177.6,3,84
2009-07-15 19:00,22.2,200.6,3.7,84
2009-07-15 20:00,21.7,202.7,3.1,84
2009-07-15 21:00,21.9,187.1,1.9,84
2009-07-15 22:00,21.6,61.6,0.5,84
2009-07-15 23:00,21.1,349.8,1.2,84
2009-07-16 0:00,21.5,2.7,0.9,190
2009-07-16 1:00,21.9,0,0.3,190
2009-07-16 2:00,22.2,140,1.1,190
2009-07-16 3:00,22.5,187.7,2.7,190
2009-07-16 4:00,22.4,175,2.1,190
2009-07-16 5:00,23.1,186.4,3.2,190
2009-07-16 6:00,22.6,141.2,1.3,190
2009-07-16 7:00,21.9,72.3,2.4,190
2009-07-16 8:00,22.3,111.7,2.2,190
2009-07-16 9:00,21.9,8.7,3.1,190
2009-07-16 10:00,21.5,70.4,3.7,190
2009-07-16 11:00,22.7,58.9,4.5,190
2009-07-16 12:00,21.6,73.4,1.9,190
2009-07-16 13:00,21.6,243.6,2,190
2009-07-16 14:00,22.2,342.1,1.4,190
2009-07-16 15:00,24.4,218.1,1.7,190
2009-07-16 16:00,25.4,248.3,2.1,190
2009-07-16 17:00,25.1,254.9,2.5,190
2009-07-16 18:00,24.8,222.9,2.8,190
2009-07-16 19:00,24.4,229.4,2.5,190
2009-07-16 20:00,23.7,92.6,0.5,190
2009-07-16 21:00,24.8,187.3,2.8,190
2009-07-16 22:00,23.9,0,0.3,190
2009-07-16 23:00,24.3,180.1,2.2,190
2010-08-09 0:00,25.8,346.8,4.7,34.5
2010-08-09 1:00,25.5,347.8,3.8,34.5
2010-08-09 2:00,25.3,350.7,3.2,34.5
2010-08-09 3:00,25,352.9,3.1,34.5
2010-08-09 4:00,24.9,356.2,2.5,34.5
2010-08-09 5:00,24.6,5.6,2.3,34.5
2010-08-09 6:00,24.5,32.1,2.3,34.5
2010-08-09 7:00,25.4,3.4,2.2,34.5
2010-08-09 8:00,27,346.4,3.4,34.5
2010-08-09 9:00,29.4,49.7,2.5,34.5
2010-08-09 10:00,30,77.3,2.8,34.5
2010-08-09 11:00,30.7,80.6,3,34.5
2010-08-09 12:00,30,81,3.1,34.5
2010-08-09 13:00,29.6,79.4,3.3,34.5
2010-08-09 14:00,29.5,113.4,2.8,34.5
2010-08-09 15:00,30.1,58,3.3,34.5
2010-08-09 16:00,29.8,116.2,4.3,34.5
2010-08-09 17:00,29.8,108.1,3.5,34.5
2010-08-09 18:00,29.3,103.8,4.1,34.5
2010-08-09 19:00,29.1,90.9,4,34.5
2010-08-09 20:00,28.6,42.8,2.7,34.5
2010-08-09 21:00,28.3,174.8,1.8,34.5
2010-08-09 22:00,27.8,147.9,1.6,34.5
2010-08-09 23:00,25.4,196.8,4,34.5
2010-08-10 0:00,26.1,248.3,2.1,45.5
2010-08-10 1:00,25.7,0,0.1,45.5
2010-08-10 2:00,27.9,176.8,4.9,45.5
2010-08-10 3:00,27.8,213.8,2,45.5
2010-08-10 4:00,27.6,174.5,1.3,45.5
2010-08-10 5:00,26.6,213.9,4.3,45.5
2010-08-10 6:00,27,171.4,2,45.5
2010-08-10 7:00,27.4,168.1,3.1,45.5
2010-08-10 8:00,28.3,176.2,2.7,45.5
2010-08-10 9:00,29.1,151.8,2.2,45.5
2010-08-10 10:00,30.8,128.5,1,45.5
2010-08-10 11:00,31.2,130.4,2.2,45.5
2010-08-10 12:00,30.2,88.7,3.8,45.5
2010-08-10 13:00,29.7,94.6,4.3,45.5
2010-08-10 14:00,29.2,90.9,5.4,45.5
2010-08-10 15:00,29.4,84.4,4.3,45.5
2010-08-10 16:00,29.4,74,4.6,45.5
2010-08-10 17:00,29.4,82.2,5,45.5
2010-08-10 18:00,29.2,71.2,5.9,45.5
2010-08-10 19:00,28.3,69,5.2,45.5
2010-08-10 20:00,27.7,135.3,5.1,45.5
2010-08-10 21:00,27.1,132.6,3.4,45.5
2010-08-10 22:00,27.8,149.1,6.2,45.5
2010-08-10 23:00,28.2,125.6,5.1,45.5
2010-08-11 0:00,28.4,141.7,4.7,98.5
2010-08-11 1:00,28,142.4,4.4,98.5
2010-08-11 2:00,28.1,26.2,3.2,98.5
2010-08-11 3:00,26.8,136,5.5,98.5
2010-08-11 4:00,26.3,134.2,6.9,98.5
2010-08-11 5:00,26.7,138.7,7,98.5
2010-08-11 6:00,26.8,133.6,5.6,98.5
2010-08-11 7:00,27.6,151.2,7.6,98.5
2010-08-11 8:00,27.1,152,11.6,98.5
2010-08-11 9:00,24.7,153.9,12.6,98.5
2010-08-11 10:00,26.2,143.8,10.9,98.5
2010-08-11 11:00,25.8,161.6,4.2,98.5
2010-08-11 12:00,25.5,195.2,2.5,98.5
2010-08-11 13:00,25,230.9,4.1,98.5
2010-08-11 14:00,26,246.7,4.8,98.5
2010-08-11 15:00,27.2,255.1,5.7,98.5
2010-08-11 16:00,27.8,220.8,3.5,98.5
2010-08-11 17:00,28.9,234.5,5,98.5
2010-08-11 18:00,28.8,233.5,3.4,98.5
2010-08-11 19:00,28.9,253.3,2.4,98.5
2010-08-11 20:00,28.3,164.2,1.1,98.5
2010-08-11 21:00,28.3,200.6,3.1,98.5
2010-08-11 22:00,27.8,197.7,3.9,98.5
2010-08-11 23:00,27.6,194.5,3.2,98.5
2010-08-12 0:00,27.4,166.2,2.5,0
2010-08-12 1:00,27,186.8,1.2,0
2010-08-12 2:00,26.6,352.5,0.7,0
2010-08-12 3:00,26.4,210.4,2,0
2010-08-12 4:00,25.9,178.7,2.5,0
2010-08-12 5:00,25.8,179.6,2.8,0
2010-08-12 6:00,25.7,196.2,3.1,0
2010-08-12 7:00,26,183.4,2.9,0
2010-08-12 8:00,26.8,209.9,2.1,0
2010-08-12 9:00,27.7,197.8,3.4,0
2010-08-12 10:00,29.1,246.3,1.7,0
2010-08-12 11:00,29.7,179.3,4.7,0
2010-08-12 12:00,30.2,185.7,5.5,0
2010-08-12 13:00,30.7,191.3,4.9,0
2010-08-12 14:00,31.5,176.1,5.1,0
2010-08-12 15:00,31.4,196.5,4.2,0
2010-08-12 16:00,30.9,211.6,4.4,0
2010-08-12 17:00,30.7,204.1,4,0
2010-08-12 18:00,29.8,170.6,4.2,0
2010-08-12 19:00,28.8,176.7,3.5,0
2010-08-12 20:00,28.1,167.6,3.4,0
2010-08-12 21:00,27.6,190.5,2.3,0
2010-08-12 22:00,27,167.9,2.9,0
2010-08-12 23:00,26.5,172.6,3.3,0
2011-07-07 0:00,20.4,354.9,1,25
2011-07-07 1:00,20.5,345.8,0.9,25
2011-07-07 2:00,20.7,354.3,1.3,25
2011-07-07 3:00,20.9,298,1,25
2011-07-07 4:00,21,255.4,0.8,25
2011-07-07 5:00,21.2,234.2,1.5,25
2011-07-07 6:00,21.2,261.9,1.6,25
2011-07-07 7:00,21.5,236.8,0.8,25
2011-07-07 8:00,22.1,224.3,2.1,25
2011-07-07 9:00,22.7,180.1,3.5,25
2011-07-07 10:00,22.1,190.8,3.4,25
2011-07-07 11:00,22.8,177.4,4.4,25
2011-07-07 12:00,22.9,190.6,2.3,25
2011-07-07 13:00,23.6,199.8,2.3,25
2011-07-07 14:00,25.1,196.5,4.3,25
2011-07-07 15:00,25.9,190.9,3.5,25
2011-07-07 16:00,26,184.7,6.1,25
2011-07-07 17:00,25.6,185,6.6,25
2011-07-07 18:00,25.2,181.6,5.1,25
2011-07-07 19:00,24.9,187.2,5.8,25
2011-07-07 20:00,24.9,187.5,5.4,25
2011-07-07 21:00,24.7,180.6,6.1,25
2011-07-07 22:00,24.9,185.3,6.1,25
2011-07-07 23:00,24.7,189.4,5.3,25
2011-07-08 0:00,24.2,193.2,5.2,6.5
2011-07-08 1:00,24.4,182.3,4.9,6.5
2011-07-08 2:00,24.4,184.7,5.2,6.5
2011-07-08 3:00,24.6,185.4,5,6.5
2011-07-08 4:00,24.5,191.8,5.4,6.5
2011-07-08 5:00,24.5,184.1,4.9,6.5
2011-07-08 6:00,25.1,182.3,4.6,6.5
2011-07-08 7:00,25.1,203,4.5,6.5
2011-07-08 8:00,24.8,197.7,3.7,6.5
2011-07-08 9:00,24.8,199.6,3.6,6.5
2011-07-08 10:00,25.4,191.6,4.1,6.5
2011-07-08 11:00,26.7,202,4.6,6.5
2011-07-08 12:00,27.6,181.6,5.3,6.5
2011-07-08 13:00,26.3,194.1,4.5,6.5
2011-07-08 14:00,24.7,198,4.8,6.5
2011-07-08 15:00,26.1,199.4,5.1,6.5
2011-07-08 16:00,25.3,202.4,5.2,6.5
2011-07-08 17:00,26.5,200,4.3,6.5
2011-07-08 18:00,26,198.1,4.4,6.5
2011-07-08 19:00,26,175.7,4.6,6.5
2011-07-08 20:00,25.4,194.8,3.7,6.5
2011-07-08 21:00,24.3,200,5,6.5
2011-07-08 22:00,24.9,200.7,3.7,6.5
2011-07-08 23:00,24.4,209.7,3.7,6.5
2011-07-09 0:00,23.6,207,4.3,128.5
2011-07-09 1:00,25.2,213,3.1,128.5
2011-07-09 2:00,26.7,179.1,6.1,128.5
2011-07-09 3:00,25.3,194.3,5,128.5
2011-07-09 4:00,23.4,193.6,4.1,128.5
2011-07-09 5:00,23.1,194.6,4,128.5
2011-07-09 6:00,24.7,199.4,4.6,128.5
2011-07-09 7:00,24.2,190.1,5.2,128.5
2011-07-09 8:00,24.5,192.8,6.4,128.5
2011-07-09 9:00,24,203.5,4.7,128.5
2011-07-09 10:00,23.8,218.3,3.9,128.5
2011-07-09 11:00,23.3,203.7,5.6,128.5
2011-07-09 12:00,23.3,203.1,4.9,128.5
2011-07-09 13:00,24.6,209.4,4.2,128.5
2011-07-09 14:00,24.3,180.8,7.2,128.5
2011-07-09 15:00,21.7,187.9,1.3,128.5
2011-07-09 16:00,22.2,158.7,1.8,128.5
2011-07-09 17:00,21.9,132.9,1.3,128.5
2011-07-09 18:00,21.8,351.7,1.3,128.5
2011-07-09 19:00,21.5,5.5,1.6,128.5
2011-07-09 20:00,21.7,350.3,1.8,128.5
2011-07-09 21:00,21.7,354.6,1.7,128.5
2011-07-09 22:00,21.9,228.3,2.3,128.5
2011-07-09 23:00,21.6,270.9,1.2,128.5
2011-07-10 0:00,22,217.1,1.3,6
2011-07-10 1:00,23.1,219.7,1.1,6
2011-07-10 2:00,22.8,233.4,0.6,6
2011-07-10 3:00,22.9,337.6,0.9,6
2011-07-10 4:00,22.5,7,1.5,6
2011-07-10 5:00,22.1,350.5,1.9,6
2011-07-10 6:00,22,358,1.5,6
2011-07-10 7:00,22.2,0,0.4,6
2011-07-10 8:00,23.4,25.7,1,6
2011-07-10 9:00,24,280.4,0.7,6
2011-07-10 10:00,24.7,265.1,1.1,6
2011-07-10 11:00,25.4,231.9,2.5,6
2011-07-10 12:00,26.8,211.7,4,6
2011-07-10 13:00,27.4,213.7,4.5,6
2011-07-10 14:00,28,174.7,4.2,6
2011-07-10 15:00,27.8,216.1,4.7,6
2011-07-10 16:00,27.8,191.8,3,6
2011-07-10 17:00,27.5,193.6,3.3,6
2011-07-10 18:00,26.7,194.1,2.9,6
2011-07-10 19:00,26.4,188.8,1.7,6
2011-07-10 20:00,26.4,213.6,1.1,6
2011-07-10 21:00,25.5,346.4,1.5,6
2011-07-10 22:00,25.5,168,0.6,6
2011-07-10 23:00,24.7,105.5,0.6,6
2011-07-11 0:00,23.8,350,1.1,0
2011-07-11 1:00,23.9,162.9,1.1,0
2011-07-11 2:00,23.4,351.3,0.6,0
2011-07-11 3:00,23.3,349.3,0.7,0
2011-07-11 4:00,23,183,0.5,0
2011-07-11 5:00,22.8,232.5,0.9,0
2011-07-11 6:00,22.7,352.3,1,0
2011-07-11 7:00,23.3,349.9,1,0
2011-07-11 8:00,23.5,351.4,2,0
2011-07-11 9:00,24.9,351.8,1.4,0
2011-07-11 10:00,26.9,353.3,0.9,0
2011-07-11 11:00,28.5,273.6,1.6,0
2011-07-11 12:00,28.9,260.1,1.9,0
2011-07-11 13:00,29.2,252.9,2.6,0
2011-07-11 14:00,29,214.5,3.2,0
2011-07-11 15:00,29.8,227.3,2.9,0
2011-07-11 16:00,30,184.2,2.7,0
2011-07-11 17:00,30.7,168.8,2.8,0
2011-07-11 18:00,28.7,241.2,3.1,0
2011-07-11 19:00,28.3,237.2,2.3,0
2011-07-11 20:00,27.6,167.8,2,0
2011-07-11 21:00,26.1,326.1,1.6,0
2011-07-11 22:00,25.7,284.6,0.6,0
2011-07-11 23:00,24.6,354.8,0.9,0
2011-07-12 0:00,24.3,38.5,0.7,0
2011-07-12 1:00,24,355.3,0.8,0
2011-07-12 2:00,23.7,356.6,1.5,0
2011-07-12 3:00,23.5,351.6,0.7,0
2011-07-12 4:00,23.2,2.5,0.8,0
2011-07-12 5:00,22.9,358.7,0.7,0
2011-07-12 6:00,23,351.2,1.3,0
2011-07-12 7:00,24.7,5.8,0.6,0
2011-07-12 8:00,26.2,295.5,0.7,0
2011-07-12 9:00,26.7,239.5,2.1,0
2011-07-12 10:00,27.3,206.9,3.1,0
2011-07-12 11:00,27.5,201.2,3.7,0
2011-07-12 12:00,29.4,203.6,3.6,0
2011-07-12 13:00,29.4,174.2,3.3,0
2011-07-12 14:00,28.8,236.9,3.2,0
2011-07-12 15:00,29.3,214.8,4.7,0
2011-07-12 16:00,28.7,208.3,4.5,0
2011-07-12 17:00,29,203,4.7,0
2011-07-12 18:00,28.9,213.5,4.2,0
2011-07-12 19:00,27.4,234.3,2.9,0
2011-07-12 20:00,27.4,164.9,1.8,0
2011-07-12 21:00,26.8,230.1,0.9,0
2011-07-12 22:00,26.2,264.1,1.2,0
2011-07-12 23:00,25.4,347.6,1,0
2011-07-13 0:00,24.1,339.1,1.8,8
2011-07-13 1:00,24,357,0.7,8
2011-07-13 2:00,24.3,351.5,1,8
2011-07-13 3:00,23.9,349.1,1.1,8
2011-07-13 4:00,23.5,355.1,1,8
2011-07-13 5:00,23.5,356.9,0.9,8
2011-07-13 6:00,23.4,0.4,0.8,8
2011-07-13 7:00,24,344.2,0.8,8
2011-07-13 8:00,24.2,352.5,1.5,8
2011-07-13 9:00,25.1,335,0.8,8
2011-07-13 10:00,25.7,241.4,1.2,8
2011-07-13 11:00,26.1,189.5,3.4,8
2011-07-13 12:00,27.4,180.5,4.6,8
2011-07-13 13:00,26.2,175.7,5.3,8
2011-07-13 14:00,26.5,171.3,3,8
2011-07-13 15:00,26.9,175.7,4.6,8
2011-07-13 16:00,27.3,210.1,4.8,8
2011-07-13 17:00,27.5,175.1,4.8,8
2011-07-13 18:00,27.1,180.8,5.1,8
2011-07-13 19:00,26.9,175.2,4.3,8
2011-07-13 20:00,26.9,191.2,4,8
2011-07-13 21:00,26.7,207.7,2.7,8
2011-07-13 22:00,26.1,203.3,3.9,8
2011-07-13 23:00,25.9,190.2,3.6,8
2011-07-14 0:00,25.8,193.3,3.4,11
2011-07-14 1:00,25.9,186.8,2.5,11
2011-07-14 2:00,26.2,189.6,3.6,11
2011-07-14 3:00,25.7,192.4,3.6,11
2011-07-14 4:00,25.4,203.6,2.5,11
2011-07-14 5:00,25.4,194.6,2.5,11
2011-07-14 6:00,25,249.6,1.5,11
2011-07-14 7:00,24.4,197.5,4.4,11
2011-07-14 8:00,24.6,184.3,3,11
2011-07-14 9:00,26.3,180,3.4,11
2011-07-14 10:00,27,180.6,4.5,11
2011-07-14 11:00,27.8,177,4.3,11
2011-07-14 12:00,28.4,178.6,4.8,11
2011-07-14 13:00,28.7,198.5,4.4,11
2011-07-14 14:00,28.4,211.3,5.7,11
2011-07-14 15:00,29,200.8,4.8,11
2011-07-14 16:00,29.1,203.6,5.4,11
2011-07-14 17:00,28.8,209.1,5.3,11
2011-07-14 18:00,27.7,223.3,3.9,11
2011-07-14 19:00,27.5,214.6,2.4,11
2011-07-14 20:00,27.1,217.8,2.3,11
2011-07-14 21:00,26.2,254.8,1.8,11
2011-07-14 22:00,26.1,274.5,1.3,11
2011-07-14 23:00,26.1,251.2,1.5,11
2011-07-15 0:00,27.1,181.1,4,1
2011-07-15 1:00,26.9,177.9,2.7,1
2011-07-15 2:00,26.8,178.6,3.4,1
2011-07-15 3:00,26.7,179,4.7,1
2011-07-15 4:00,26.6,174.9,4.4,1
2011-07-15 5:00,26.6,190.4,4.9,1
2011-07-15 6:00,26.4,184.3,6,1
2011-07-15 7:00,26.7,179.1,4.1,1
2011-07-15 8:00,26.9,184.6,5.6,1
2011-07-15 9:00,28.1,196.9,5.2,1
2011-07-15 10:00,28.2,199.9,4.9,1
2011-07-15 11:00,27.7,209,7.2,1
2011-07-15 12:00,25.7,206.4,5.7,1
2011-07-15 13:00,25.6,199.6,4.4,1
2011-07-15 14:00,27,203.1,5.9,1
2011-07-15 15:00,28.4,202.5,5.9,1
2011-07-15 16:00,28.2,202.8,6,1
2011-07-15 17:00,27.4,199.7,4.4,1
2011-07-15 18:00,28,192.9,3.8,1
2011-07-15 19:00,27.8,205.4,3.6,1
2011-07-15 20:00,27.3,197.5,1.8,1
2011-07-15 21:00,26.8,172.4,1.5,1
2011-07-15 22:00,26.6,230.4,1.6,1
2011-07-15 23:00,25.8,197,1,1
2011-07-16 0:00,25.1,345.8,1,0
2011-07-16 1:00,25,0,0.2,0
2011-07-16 2:00,24.5,344,1,0
2011-07-16 3:00,24.2,352.2,0.6,0
2011-07-16 4:00,24,343.8,1,0
2011-07-16 5:00,24.1,0,0.2,0
2011-07-16 6:00,23.8,269.5,0.8,0
2011-07-16 7:00,24.9,0,0.3,0
2011-07-16 8:00,26.7,255,2.2,0
2011-07-16 9:00,28,185.7,3,0
2011-07-16 10:00,29.2,224.6,2.4,0
2011-07-16 11:00,29.4,217.3,3.4,0
