일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
2019-07-21 23:00,23.5,100.4,0.5,24,86.9
2019-07-22 0:00,23.9,188.6,1.7,0,85.2
2019-07-22 1:00,24,223.8,1.8,0,84
2019-07-22 2:00,23.7,264.9,1,0,84.5
2019-07-22 3:00,23.5,226.8,1.1,0,86.7
2019-07-22 4:00,23.5,195.8,0.6,0,88.1
2019-07-22 5:00,23.3,111.1,0.6,0,87.2
2019-07-22 6:00,23.9,308.4,1,0,84.2
2019-07-22 7:00,24.4,0,0.4,0,86.2
2019-07-22 8:00,25.8,204.1,1.2,0,77.5
2019-07-22 9:00,27,224,1,0,72.5
2019-07-22 10:00,28.9,227.6,1.3,0,66.5
2019-07-22 11:00,30,190,2,0,63.9
2019-07-22 12:00,30.9,244.3,1.6,0,61.5
2019-07-22 13:00,31.7,200.4,2.6,0,61.4
2019-07-22 14:00,32.1,214,2.6,0,61
2019-07-22 15:00,31.7,202.7,3,0,60.9
2019-07-22 16:00,31.4,218.9,2.8,0,61
2019-07-22 17:00,30.3,201.9,2.3,0,65.8
2019-07-22 18:00,30,210.7,1.5,0,68.1
2019-07-22 19:00,28.4,192.6,2.1,0,73
2019-07-22 20:00,26.9,184.8,2.6,0,79
2019-07-22 21:00,26.7,191.9,2.1,0,80.2
2019-07-22 22:00,26.1,0,0.4,0,83
2019-07-22 23:00,26,175.5,0.9,0,83.8
2019-07-23 0:00,25.9,197.1,0.7,0,85
2019-07-23 1:00,25.8,190.8,1,0,84.7
2019-07-23 2:00,25.9,243.1,1.1,0,84.2
2019-07-23 3:00,25.6,272.4,0.7,0,85.1
2019-07-23 4:00,25.8,230.4,1,0,84.6
2019-07-23 5:00,25.8,240.2,1.2,0,83.8
2019-07-23 6:00,25.6,205.9,0.8,0,85.5
2019-07-23 7:00,26.2,203.9,0.7,0,83.8
2019-07-23 8:00,27.6,0,0.4,0,77.1
2019-07-23 9:00,28.8,0,0.4,0,74.6
2019-07-23 10:00,30,222.8,1.1,0,67.4
2019-07-23 11:00,31.8,208,1.1,0,63.5
2019-07-23 12:00,29.9,224.3,2.6,0,67.5
2019-07-23 13:00,31.3,197.5,3.4,0,65.5
2019-07-23 14:00,31,200.1,2.6,0,61.7
2019-07-23 15:00,31.7,189.8,2.8,0,63.8
2019-07-23 16:00,31.6,212.3,2.6,0,59.3
2019-07-23 17:00,29.7,180.2,2.8,0,66.3
2019-07-23 18:00,28.3,158.3,2.3,0,70.7
2019-07-23 19:00,27.6,191,2.7,0,72.3
2019-07-23 20:00,26.6,187.4,2.9,0,76.8
2019-07-23 21:00,26.6,203.2,2.9,0,75.7
2019-07-23 22:00,26.1,196.5,0.9,0,78.1
2019-07-23 23:00,25.5,247.9,0.7,0,79.7
2019-07-24 0:00,25.7,220.2,2.1,0,79.7
2019-07-24 1:00,25.8,227.4,1.8,0,77.7
2019-07-24 2:00,25.7,203.4,1.3,0,79.5
2019-07-24 3:00,25.2,202.2,1.6,0,83.2
2019-07-24 4:00,25.4,192.7,1.3,0,80.7
2019-07-24 5:00,25.3,198.1,1.8,0,81.4
2019-07-24 6:00,25.4,195.5,2.2,0,81
2019-07-24 7:00,26.1,209.5,2.1,0,79.9
2019-07-24 8:00,26.2,205,1.9,0,78.6
2019-07-24 9:00,26.1,221.1,2,0,76.3
2019-07-24 10:00,27.6,202.2,2.9,0,72.4
2019-07-24 11:00,28.6,246.5,2.3,0,64.9
2019-07-24 12:00,30.1,202.9,2.7,0,63.1
2019-07-24 13:00,29.7,209.4,2.9,0,62.5
2019-07-24 14:00,30.1,202.2,2.9,0,60.1
2019-07-24 15:00,28.5,219.8,2.8,0,66.8
2019-07-24 16:00,27.6,218,2.1,0,70.3
2019-07-24 17:00,27.7,231.3,1.9,0,73
2019-07-24 18:00,27.2,210.8,1.8,0,74.2
2019-07-24 19:00,26.6,185,2.8,0,78.9
2019-07-24 20:00,26.7,211.5,2.3,0,78.6
2019-07-24 21:00,26.2,200,1.6,0,83
2019-07-24 22:00,26.1,209.2,1.7,0,84.1
2019-07-24 23:00,26.1,206.7,2.2,0,82.4
2019-07-25 0:00,26.1,203.4,1.8,0,82.9
2019-07-25 1:00,26.1,205.5,1.6,0,80.3
2019-07-25 2:00,25.2,185.9,1.5,0,88.5
2019-07-25 3:00,25,197.9,1.4,0,90.6
2019-07-25 4:00,25.6,205.9,2,0,88.2
2019-07-25 5:00,25.6,191,1.4,0,88.5
2019-07-25 6:00,26.1,218.3,2.4,0,84.9
2019-07-25 7:00,26.2,183.5,1.9,0,84.6
2019-07-25 8:00,26.2,208.2,1.5,0,84.7
2019-07-25 9:00,26.1,200.1,1.3,0,86.5
2019-07-25 10:00,25.6,183.2,1.7,0,88
2019-07-25 11:00,27.8,187.4,2.9,0,80.3
2019-07-25 12:00,27.3,201.7,2.4,0,81.1
2019-07-25 13:00,27.6,185.9,1.7,0,80.1
2019-07-25 14:00,27.9,213.5,1.7,0,77.5
2019-07-25 15:00,27.2,236.5,2.2,0,80.7
2019-07-25 16:00,26.8,246.1,1.7,0,83.6
2019-07-25 17:00,27.1,199.9,2,0,81.4
2019-07-25 18:00,25.9,181.7,3.2,0,87.6
2019-07-25 19:00,26.5,200.3,1.9,0,84.5
2019-07-25 20:00,26.4,197.5,2,0,83.9
2019-07-25 21:00,26.1,186.2,1.6,0,85
2019-07-25 22:00,26.1,190.4,2.1,0,85.9
2019-07-25 23:00,26.3,195.3,1.6,0,85
2019-07-26 0:00,25.8,197.7,1.5,0,88.1
2019-07-26 1:00,25.5,195.3,2.5,0,89.1
2019-07-26 2:00,25.4,195.2,1.5,0,90
2019-07-26 3:00,25.8,181.3,1.9,0,87.2
2019-07-26 4:00,25.5,190.5,1.8,0,88.2
2019-07-26 5:00,25.3,192.4,1,0,88.7
2019-07-26 6:00,25.7,196.1,2.2,0,86.8
2019-07-26 7:00,26,206.1,1.3,0,85.4
2019-07-26 8:00,26,187.7,2.4,0,85.9
2019-07-26 9:00,26.5,191.3,2.4,0,84.1
2019-07-26 10:00,26.1,187.2,3.3,0,86.4
2019-07-26 11:00,27.8,187.5,2.5,0,78.6
2019-07-26 12:00,27.3,185.1,2.9,0,81.5
2019-07-26 13:00,26.6,178.3,4.1,0,83.8
2019-07-26 14:00,26.1,193.4,3.3,0,88.9
2019-07-26 15:00,27,202.2,1.3,0,83.3
2019-07-26 16:00,26.9,195.1,1.8,0,81.8
2019-07-26 17:00,28,214.3,2.1,0,77.6
2019-07-26 18:00,27.2,184,1.8,0,80.6
2019-07-26 19:00,26.7,191.9,2.5,0,83.7
2019-07-26 20:00,26.6,188.1,2.1,0,84.8
2019-07-26 21:00,26.4,185.9,2.3,0,86.3
2019-07-26 22:00,26.4,188.3,1.9,0,87.1
2019-07-26 23:00,26.8,203.8,1.3,0,83.8
2019-07-27 0:00,26.5,188.3,1.4,4,85.3
2019-07-27 1:00,26,187.4,1.5,4,87.9
2019-07-27 2:00,26,179.9,1.6,4,88
2019-07-27 3:00,25.7,184.9,1.3,4,89.6
2019-07-27 4:00,25.1,190,1.9,4,93.4
2019-07-27 5:00,25.3,183.6,1.9,4,92.6
2019-07-27 6:00,25.6,198.5,1.6,4,91.4
2019-07-27 7:00,26,184.8,2,4,89.8
2019-07-27 8:00,27.3,190.2,2.7,4,83.9
2019-07-27 9:00,29.9,181.2,2.7,4,74.2
2019-07-27 10:00,28.5,191,2.1,4,77.6
2019-07-27 11:00,28.6,190.9,2.8,4,77.2
2019-07-27 12:00,28,191.3,2,4,82.4
2019-07-27 13:00,28.5,205.4,1.1,4,82.6
2019-07-27 14:00,28,175.3,2,4,81.7
2019-07-27 15:00,27.6,195.7,2.1,4,82.3
2019-07-27 16:00,27.5,204,1.4,4,84.7
2019-07-27 17:00,27.6,180.9,1.7,4,82.9
2019-07-27 18:00,25.7,185,1.5,4,94.7
2019-07-27 19:00,25.7,186.2,2.3,4,92.6
2019-07-27 20:00,25.7,193.2,1.7,4,94
2019-07-27 21:00,25.7,186.7,1.6,4,92.4
2019-07-27 22:00,25.7,189.5,1.7,4,92.3
2019-07-27 23:00,25.7,186.4,1.4,4,92.1
2019-07-28 0:00,26,186,2.8,0,90.6
2019-07-28 1:00,25.6,178.6,1.2,0,90.6
2019-07-28 2:00,25.7,180,0.8,0,90.7
2019-07-28 3:00,25.6,181.8,2.1,0,90.6
2019-07-28 4:00,25.7,189.4,2.1,0,88.9
2019-07-28 5:00,25.6,184.4,1.8,0,88.9
2019-07-28 6:00,26.1,210.7,1.6,0,86.9
2019-07-28 7:00,26.1,183.3,2.2,0,88.8
2019-07-28 8:00,27.1,205.2,1.4,0,82.3
2019-07-28 9:00,28.6,202.1,2.3,0,76.9
2019-07-28 10:00,28.2,190.6,2.9,0,78.1
2019-07-28 11:00,28.5,219.4,2.5,0,74
2019-07-28 12:00,30.2,198.2,3.1,0,68.5
2019-07-28 13:00,30.6,206.2,2.7,0,72.2
2019-07-28 14:00,31.1,217.1,3.8,0,63.3
2019-07-28 15:00,31.2,214.5,3.2,0,62.2
2019-07-28 16:00,30.6,219.8,3.5,0,60.1
2019-07-28 17:00,29.2,223.2,2.7,0,64.1
2019-07-28 18:00,28.6,197.8,2.6,0,68.4
2019-07-28 19:00,27.8,201,2.8,0,73.1
2019-07-28 20:00,27.2,229,2.7,0,74
2019-07-28 21:00,26.9,211.9,2.5,0,74
2019-07-28 22:00,26.7,221.7,1.7,0,75
2019-07-28 23:00,26.3,212.3,0.7,0,79.1
2019-07-29 0:00,26.6,222,1.6,0,76.8
2019-07-29 1:00,26,181.5,0.9,0,80.9
2019-07-29 2:00,26,191.8,1.4,0,81.4
2019-07-29 3:00,26,193.6,1.3,0,82.7
2019-07-29 4:00,25.8,193.1,0.6,0,83.7
2019-07-29 5:00,25.9,187.7,1.2,0,84.7
2019-07-29 6:00,25.8,169,1.1,0,86.5
2019-07-29 7:00,26.6,178.1,1.7,0,86
2019-07-29 8:00,27.3,203.3,1.7,0,85
2019-07-29 9:00,28.5,182.6,2.3,0,80.7
2019-07-29 10:00,29.9,202.2,2.7,0,73.6
2019-07-29 11:00,28.4,186.3,3.4,0,78.2
2019-07-29 12:00,30.7,207.5,2.6,0,70.6
2019-07-29 13:00,30.8,187.5,2.2,0,69
2019-07-29 14:00,31.8,201.4,2.4,0,58.7
2019-07-29 15:00,31.1,179.6,3.1,0,64.6
2019-07-29 16:00,29.9,188.8,3.3,0,68.8
2019-07-29 17:00,29.8,188.7,2.7,0,69.3
2019-07-29 18:00,29.1,191,2.4,0,68.3
2019-07-29 19:00,27.4,199.6,2.4,0,76.1
2019-07-29 20:00,27.2,246.9,1.1,0,74.2
2019-07-29 21:00,26.8,215.6,2.2,0,77.1
2019-07-29 22:00,26.9,213.7,2.6,0,73.9
2019-07-29 23:00,26.2,224,0.9,0,79.5
2019-07-30 0:00,26.9,210.1,1.7,0,76.7
2019-07-30 1:00,26.7,202.6,1.9,0,78.7
2019-07-30 2:00,26.4,201.6,2.2,0,80.9
2019-07-30 3:00,26.3,206.6,2.4,0,81.3
2019-07-30 4:00,25.9,220.2,0.9,0,83.3
2019-07-30 5:00,26.2,192.7,1.8,0,82.9
2019-07-30 6:00,26.2,193,1.7,0,82.2
2019-07-30 7:00,26.8,190.2,2.1,0,81.6
2019-07-30 8:00,28.7,196.4,2.6,0,73.5
2019-07-30 9:00,28.6,219.3,3.1,0,70.3
2019-07-30 10:00,28.6,240.9,2.8,0,70.7
2019-07-30 11:00,28.9,232.9,2.6,0,70.5
2019-07-30 12:00,30.9,199.3,2.8,0,66
2019-07-30 13:00,31.5,194.7,2.7,0,66.4
2019-07-30 14:00,31.2,196.7,3.4,0,69.8
2019-07-30 15:00,30.9,184.7,4.1,0,68
2019-07-30 16:00,30.8,195.3,3.4,0,68.2
2019-07-30 17:00,30.9,224.8,2.9,0,64.2
2019-07-30 18:00,29.3,211.6,3.9,0,69.5
2019-07-30 19:00,28.6,207.7,2.6,0,73.8
2019-07-30 20:00,27.7,194.2,2.6,0,79.6
2019-07-30 21:00,27.5,190.3,1.8,0,81.6
2019-07-30 22:00,27.4,196.5,2.6,0,82.6
2019-07-30 23:00,27.5,219.1,2.1,0,80.5
2019-07-31 0:00,27.5,209.7,2.8,0,80.7
2019-07-31 1:00,27.2,211.1,1.6,0,80.2
2019-07-31 2:00,27.1,216,2.1,0,80.1
2019-07-31 3:00,27.4,228.4,1.4,0,78.5
2019-07-31 4:00,27.4,213.3,1.6,0,76.7
2019-07-31 5:00,27.3,215,2.3,0,77.2
2019-07-31 6:00,27,192.6,1.5,0,79.8
2019-07-31 7:00,27.6,218.4,2.2,0,75.5
2019-07-31 8:00,28.9,203.8,2.5,0,69.5
2019-07-31 9:00,29,219.7,3,0,69.6
2019-07-31 10:00,30.2,221.5,3.1,0,66.3
2019-07-31 11:00,30.7,231.8,2.9,0,62.6
2019-07-31 12:00,31.7,200.8,2.8,0,63.6
2019-07-31 13:00,31.4,217.2,2.3,0,60.7
2019-07-31 14:00,31.9,200.9,3.9,0,61.1
2019-07-31 15:00,31.1,212.5,3.8,0,64.3
2019-07-31 16:00,31.5,192.7,2.7,0,63.6
2019-07-31 17:00,31.3,225.3,2.4,0,59.9
2019-07-31 18:00,30.7,201.4,1.8,0,63.2
2019-07-31 19:00,28.7,186.4,2.3,0,71.6
2019-07-31 20:00,27.6,194.5,2.4,0,76.8
2019-07-31 21:00,27.5,208.7,1.4,0,75
2019-07-31 22:00,27.6,223.1,2.6,0,72.5
2019-07-31 23:00,27.1,237.7,0.8,0,76.6
2019-08-01 0:00,27.4,221.7,1.9,0,73.7
2019-08-01 1:00,27.6,275.1,2,0,71.1
2019-08-01 2:00,26.9,248,1.4,0,75.4
2019-08-01 3:00,26.2,272.5,0.8,0,78.3
2019-08-01 4:00,26.4,302.2,0.9,0,75.7
2019-08-01 5:00,26.5,286.5,0.8,0,74.8
2019-08-01 6:00,26.1,294.2,0.7,0,78.6
2019-08-01 7:00,26.5,241.3,0.7,0,76.4
2019-08-01 8:00,29.2,238.4,1,0,63.6
2019-08-01 9:00,29.7,280.7,1.1,0,61.7
2019-08-01 10:00,31,291.5,1.1,0,55.9
2019-08-01 11:00,32.5,274.3,1,0,51.3
2019-08-01 12:00,33.2,235,1.8,0,50.4
2019-08-01 13:00,32.9,198.7,2.7,0,57.9
2019-08-01 14:00,33.5,205,2.8,0,60.1
2019-08-01 15:00,32.9,187.8,3.8,0,61
2019-08-01 16:00,32.8,182,2.6,0,62.5
2019-08-01 17:00,31.7,212.1,2.7,0,61.9
2019-08-01 18:00,31.7,198.7,2.5,0,62.1
2019-08-01 19:00,30,227.5,1.5,0,65.9
2019-08-01 20:00,29.2,226.9,1.2,0,68.6
2019-08-01 21:00,28.7,321.8,0.9,0,66.4
2019-08-01 22:00,28.5,290.6,1.1,0,68.7
2019-08-01 23:00,27.5,306.7,0.5,0,74.3
2019-08-02 0:00,27,0,0.4,0,77.9
2019-08-02 1:00,27.1,102.5,0.8,0,78.2
2019-08-02 2:00,26.4,0,0.4,0,81.6
2019-08-02 3:00,26.3,21.7,0.5,0,82.3
2019-08-02 4:00,26,11.1,0.7,0,83.6
2019-08-02 5:00,26.3,30.7,0.7,0,81.6
2019-08-02 6:00,25.8,0,0.4,0,85.6
2019-08-02 7:00,26.4,33.8,0.7,0,83.5
2019-08-02 8:00,29.4,0,0.4,0,72.3
2019-08-02 9:00,31.4,59,0.6,0,64.6
2019-08-02 10:00,33.1,144,0.6,0,59
2019-08-02 11:00,32.8,163.5,2.7,0,57.3
2019-08-02 12:00,33.6,182.9,3.6,0,58.4
2019-08-02 13:00,33.8,189.8,2.9,0,57.5
2019-08-02 14:00,32.7,183.5,3.5,0,56.2
2019-08-02 15:00,33.9,189.8,3.1,0,54.1
2019-08-02 16:00,33.3,192,2.6,0,53.5
2019-08-02 17:00,32.3,176.6,2.5,0,52.7
2019-08-02 18:00,31.7,185.3,1.5,0,55.8
2019-08-02 19:00,29.1,132.5,0.8,0,67.7
2019-08-02 20:00,28.1,110.1,0.6,0,71.8
2019-08-02 21:00,28.2,83.3,1.4,0,71.6
2019-08-02 22:00,27.3,21.1,1.1,0,76.3
2019-08-02 23:00,26.7,0,0.4,0,77.7
2019-08-03 0:00,26.8,82.3,0.8,0,77.3
2019-08-03 1:00,26.2,48.1,0.8,0,79.7
2019-08-03 2:00,25.4,11.9,0.9,0,82.6
2019-08-03 3:00,25.7,42.5,0.6,0,81.8
2019-08-03 4:00,25.2,27,0.7,0,82.9
2019-08-03 5:00,25.3,12.3,0.8,0,84.2
2019-08-03 6:00,25.2,0,0.2,0,85.5
2019-08-03 7:00,25.9,0,0.3,0,84
2019-08-03 8:00,27.7,42.6,0.6,0,74
2019-08-03 9:00,29.9,327.2,1.2,0,61.1
2019-08-03 10:00,30.2,34.9,0.7,0,61.1
2019-08-03 11:00,31.1,20,1.5,0,56.7
2019-08-03 12:00,32.8,332.6,1.4,0,59.6
2019-08-03 13:00,31.9,15.4,1.5,0,55.1
2019-08-03 14:00,34.3,194.6,3,0,50.2
2019-08-03 15:00,34,178.5,2.5,0,52
2019-08-03 16:00,32.7,163.8,2.8,0,53.4
2019-08-03 17:00,32,0.6,1.8,0,57.9
2019-08-03 18:00,31,224.5,0.5,0,60
2019-08-03 19:00,28.4,336.4,1.2,0,65.4
2019-08-03 20:00,27.3,357.8,1.4,0,65.8
2019-08-03 21:00,27,345.8,1.6,0,63.3
2019-08-03 22:00,26.5,0,0.4,0,72.2
2019-08-03 23:00,25.8,354,0.7,0,73.1
2019-08-04 0:00,25.7,5,1.1,0,72.6
2019-08-04 1:00,25.4,359.2,1.2,0,71.6
2019-08-04 2:00,25.2,27.4,0.6,0,76.3
2019-08-04 3:00,24.8,17.8,1,0,78.4
2019-08-04 4:00,24.6,0,0.4,0,79
2019-08-04 5:00,24.2,11.6,0.8,0,82.2
2019-08-04 6:00,24,1.7,0.5,0,82.8
2019-08-04 7:00,24.7,0,0.4,0,80.9
2019-08-04 8:00,27.7,350.4,0.6,0,68.7
2019-08-04 9:00,29.6,353.2,1.1,0,58.2
2019-08-04 10:00,31.7,155.9,1.1,0,54.5
2019-08-04 11:00,32,204.1,1.1,0,56
2019-08-04 12:00,31.5,142,1.7,0,54.4
2019-08-04 13:00,32.4,149.1,1.6,0,58
2019-08-04 14:00,34.2,170.9,2.2,0,54.1
2019-08-04 15:00,33.1,154.9,2.1,0,53.4
2019-08-04 16:00,33.1,171,2.1,0,52.3
2019-08-04 17:00,31.7,260.9,1.1,0,56.4
2019-08-04 18:00,30.1,339.8,1.5,0,58.2
2019-08-04 19:00,28.2,22.7,0.6,0,64.3
2019-08-04 20:00,27.2,85.7,0.6,0,68.2
2019-08-04 21:00,27,85.8,1.1,0,68.3
2019-08-04 22:00,26.1,36.3,0.6,0,68
2019-08-04 23:00,25.6,11.7,0.9,0,74.2
2019-08-05 0:00,25.6,10.4,1.1,0,74.7
2019-08-05 1:00,25.1,0,0.2,0,76.9
2019-08-05 2:00,24.2,0,0.3,0,78.1
2019-08-05 3:00,24.1,0,0,0,78.1
2019-08-05 4:00,24.1,7,0.7,0,76.8
2019-08-05 5:00,24.1,20.1,1.4,0,74.8
2019-08-05 6:00,24.1,21.6,0.5,0,79.2
2019-08-05 7:00,25.2,354.7,0.9,0,77.7
2019-08-05 8:00,28,0,0.2,0,69.4
2019-08-05 9:00,29.7,353,0.8,0,61
2019-08-05 10:00,31.7,212.3,1,0,58.1
2019-08-05 11:00,32.6,165.4,2.3,0,58.5
2019-08-05 12:00,32.7,229.6,1.3,0,55.3
2019-08-05 13:00,31.9,181.9,2.1,0,60.5
2019-08-05 14:00,33.2,165.6,1.5,0,56.4
2019-08-05 15:00,33.8,261.8,1.2,0,57.3
2019-08-05 16:00,32.5,192,1.4,0,57.3
2019-08-05 17:00,29.4,2.5,1.2,0,59.7
2019-08-05 18:00,28.7,98.8,0.5,0,58.2
2019-08-05 19:00,28.2,179.7,0.8,0,56.8
2019-08-05 20:00,27.3,275.9,0.6,0,55.7
2019-08-05 21:00,26.5,348.1,0.6,0,59.6
2019-08-05 22:00,26.6,34.6,1,0,65.8
2019-08-05 23:00,26.4,358.6,1.6,0,62.3
2019-08-06 0:00,26.3,3.9,2,74.5,65
2019-08-06 1:00,26.1,16.7,1.9,74.5,68.3
2019-08-06 2:00,25.8,15,2,74.5,73.5
2019-08-06 3:00,25.8,7.8,1.9,74.5,75.9
2019-08-06 4:00,25.6,17.5,2,74.5,77.2
2019-08-06 5:00,25.9,12.1,2.5,74.5,77.2
2019-08-06 6:00,25.8,19.2,2.1,74.5,78.3
2019-08-06 7:00,26.1,12.2,1.9,74.5,78
2019-08-06 8:00,26.6,20.3,2.7,74.5,77.4
2019-08-06 9:00,27.4,16.4,2.1,74.5,76
2019-08-06 10:00,28.2,24.3,1.8,74.5,73.1
2019-08-06 11:00,28.5,1,2.6,74.5,70.5
2019-08-06 12:00,27.8,356.4,2.2,74.5,75.4
2019-08-06 13:00,26.7,18.8,2.3,74.5,82.7
2019-08-06 14:00,26,11.4,2.4,74.5,84.8
2019-08-06 15:00,24.6,8.3,2.3,74.5,90.8
2019-08-06 16:00,23.6,350.8,3.3,74.5,92.2
2019-08-06 17:00,23.3,345.2,2.6,74.5,93.9
2019-08-06 18:00,23.7,36.8,2.8,74.5,90.9
2019-08-06 19:00,23.3,10.1,2.1,74.5,94
2019-08-06 20:00,22.6,357.5,3.7,74.5,94.3
2019-08-06 21:00,23.3,341.3,2.3,74.5,92.9
2019-08-06 22:00,23.4,276.7,0.6,74.5,93.7
2019-08-06 23:00,23.2,187.3,0.8,74.5,93.4
2019-08-07 0:00,23.4,198.7,1.5,0,91.5
2019-08-07 1:00,23.5,209.4,2.2,0,91.2
2019-08-07 2:00,23.7,205.3,1.6,0,91.5
2019-08-07 3:00,23.8,185.9,2,0,89.7
2019-08-07 4:00,24.2,183.8,3,0,88.8
2019-08-07 5:00,24.8,189.6,3.1,0,87.1
2019-08-07 6:00,25.1,193.8,2.5,0,89.3
2019-08-07 7:00,25.6,183.9,1.7,0,88.3
2019-08-07 8:00,27.3,190.7,1.4,0,80.8
2019-08-07 9:00,28.6,209.6,1.8,0,78.2
2019-08-07 10:00,30,200.1,2.8,0,68.9
2019-08-07 11:00,31.3,194.7,2.7,0,67.6
2019-08-07 12:00,31.2,193.2,3.5,0,68.3
2019-08-07 13:00,31.4,188,3.3,0,67.3
2019-08-07 14:00,30,182.9,4,0,69
2019-08-07 15:00,30.5,190,5.5,0,66.6
2019-08-07 16:00,30.8,197.3,3.1,0,64.5
2019-08-07 17:00,31.4,260.9,1.8,0,59.9
2019-08-07 18:00,31.1,238.3,1.4,0,59.7
2019-08-07 19:00,28.8,188.6,1.7,0,73
2019-08-07 20:00,27.9,187.8,1.5,0,78.3
2019-08-07 21:00,27.7,299.6,0.7,0,75.6
2019-08-07 22:00,26.6,0,0.1,0,79.7
2019-08-07 23:00,26.3,155.5,2.6,0,86.8
2019-08-08 0:00,26.1,154.9,1,0,88.3
2019-08-08 1:00,26.4,185.4,1.4,0,86.3
2019-08-08 2:00,25.8,0,0.4,0,88.7
2019-08-08 3:00,25.5,46.4,1.1,0,88.6
2019-08-08 4:00,24.7,33.8,0.5,0,90.4
2019-08-08 5:00,24.9,22,1.1,0,89.8
2019-08-08 6:00,24.9,22.2,1.1,0,90
2019-08-08 7:00,25.8,354.2,0.6,0,84.5
2019-08-08 8:00,28.1,13.1,0.8,0,75.2
2019-08-08 9:00,29.7,167.9,0.5,0,68.5
2019-08-08 10:00,31.3,108,0.5,0,61.1
2019-08-08 11:00,32.7,238.8,1.3,0,56.3
2019-08-08 12:00,32.9,177.3,3.3,0,63.5
2019-08-08 13:00,32.1,169.3,2,0,64
2019-08-08 14:00,33.7,173.2,3.2,0,58.8
2019-08-08 15:00,33.1,161.7,2.8,0,58.6
2019-08-08 16:00,32.3,167.8,3.2,0,64
2019-08-08 17:00,30.8,154.7,3.4,0,65.4
2019-08-08 18:00,30.2,162.7,3,0,67.6
2019-08-08 19:00,29,167.9,2.4,0,69.8
2019-08-08 20:00,28.2,150.9,1.5,0,71.2
2019-08-08 21:00,27.2,173.2,1.1,0,74.9
2019-08-08 22:00,27.6,0,0,0,72.1
2019-08-08 23:00,28.1,315.5,1.3,0,70.8
2019-08-09 0:00,27.1,40.6,0.6,0,77.7
2019-08-09 1:00,26.8,23.6,1.4,0,78.9
2019-08-09 2:00,26.1,18.8,1.3,0,79.2
2019-08-09 3:00,24.9,0,0.3,0,86.1
2019-08-09 4:00,24.9,12.9,0.8,0,86.3
2019-08-09 5:00,24.3,16.4,0.6,0,88.5
2019-08-09 6:00,24.5,26.6,0.9,0,87.1
2019-08-09 7:00,24.9,9.5,0.8,0,84.8
2019-08-09 8:00,27.9,0,0,0,78
2019-08-09 9:00,30.3,186.3,1.4,0,68.3
2019-08-09 10:00,31,188.1,1.9,0,68.8
2019-08-09 11:00,31.5,170,1.9,0,67.8
2019-08-09 12:00,32.3,189.3,2.9,0,59.9
2019-08-09 13:00,32.9,181.4,2.6,0,56.4
2019-08-09 14:00,33,182.1,2.2,0,57.2
2019-08-09 15:00,32.8,181.2,2.5,0,51.5
2019-08-09 16:00,31.3,172.3,2.5,0,58
2019-08-09 17:00,30.2,160.9,2.6,0,60.3
2019-08-09 18:00,30.2,172,1.4,0,69.9
2019-08-09 19:00,27.7,178.7,2.1,0,82
2019-08-09 20:00,27.1,173.6,2.3,0,82.4
2019-08-09 21:00,26.4,44.6,0.7,0,81.7
2019-08-09 22:00,26.3,0,0.4,0,77.5
2019-08-09 23:00,26.1,172.7,0.9,0,77.8
2019-08-10 0:00,26.3,27.2,1.2,0,78.6
2019-08-10 1:00,25.8,19,1.5,0,80.1
2019-08-10 2:00,25.3,11.8,1.6,0,82.2
2019-08-10 3:00,24.5,13.8,0.6,0,85.4
2019-08-10 4:00,24,0,0.4,0,87.8
2019-08-10 5:00,23.9,359.4,0.6,0,88.8
2019-08-10 6:00,24.7,16.4,0.8,0,85.6
2019-08-10 7:00,25.7,6.7,0.8,0,81.4
2019-08-10 8:00,26.5,5.4,1.1,0,80.8
2019-08-10 9:00,27.6,341.8,1.1,0,76.9
2019-08-10 10:00,30.2,325.5,1.6,0,70.1
2019-08-10 11:00,30,192.1,1.4,0,64.6
2019-08-10 12:00,30.8,192.5,1.6,0,59
2019-08-10 13:00,31.4,237.5,1.3,0,58.7
2019-08-10 14:00,30.7,350.5,2.3,0,55.9
2019-08-10 15:00,31.4,243.4,1.6,0,56.9
2019-08-10 16:00,30.7,273.4,1.9,0,61
2019-08-10 17:00,29.4,340.6,2.1,0,67
2019-08-10 18:00,29,352.7,1.3,0,67.2
2019-08-10 19:00,27.5,357.3,1.5,0,71.7
2019-08-10 20:00,26.9,257.4,0.7,0,71.9
2019-08-10 21:00,26.7,315.6,1.6,0,76.1
2019-08-10 22:00,26.8,344.7,1.6,0,76.2
2019-08-10 23:00,26.9,351.3,1.4,0,77.2
2019-08-11 0:00,27,287.4,1.4,0,79.1
2019-08-11 1:00,27.1,336,0.8,0,80.8
2019-08-11 2:00,26.9,352.4,1.5,0,82.6
2019-08-11 3:00,26.8,17.9,0.8,0,83.3
2019-08-11 4:00,26.6,338.9,1.7,0,83.8
2019-08-11 5:00,26.3,10.7,1.1,0,83.3
2019-08-11 6:00,26.1,349.2,1,0,83.5
2019-08-11 7:00,27,122.8,1.2,0,77.3
2019-08-11 8:00,27.5,194.2,1.1,0,74.2
2019-08-11 9:00,29.5,162.7,2.5,0,64.5
2019-08-11 10:00,29.7,155.6,1.3,0,65.8
2019-08-11 11:00,30.2,165,1.9,0,67.1
2019-08-11 12:00,30.8,238.9,1.4,0,62.3
